id_envio,fecha_envio,cliente_tipo,origen,destino,volumen_m3,ingreso,costo_1milla,costo_troncal,costo_ultimamilla,costo_total,margen_neto,margen_pct
RET-10361,2025-09-28,Retail,Quilicura,Antofagasta,1.735,22768,1046,10404,1945,13395,9373,41.167427969079412
RET-11254,2025-09-28,Retail,Quilicura,Rancagua,2.053,14379,1360,4305,2219,7884,6495,45.170039641143333
RET-11757,2025-09-28,Retail,Quilicura,La Serena,5.276,46770,3630,17145,5627,26402,20368,43.549283728886039
RET-13383,2025-09-28,Retail,Quilicura,Valparaíso,3.717,28417,2579,9198,3837,15614,12803,45.054016961677867
RET-10382,2025-09-29,Retail,Quilicura,Puerto Montt,3.039,34872,1827,14325,3276,19428,15444,44.287680660701994
RET-10866,2025-09-30,Retail,Quilicura,Valparaíso,3.442,25974,2256,8394,3651,14301,11673,44.941094941094939
RET-12032,2025-09-30,Retail,Quilicura,Valparaíso,5.793,42614,3662,13262,5979,22903,19711,46.254751959449948
RET-12226,2025-09-30,Retail,Quilicura,Puerto Montt,1.505,17531,1062,7358,1819,10239,7292,41.59488905367634
RET-10188,2025-10-02,Retail,Quilicura,Temuco,1.421,14902,911,5870,1560,8341,6561,44.027647295665012
RET-11867,2025-10-02,Retail,Quilicura,Rancagua,3.478,24327,2220,7674,3620,13514,10813,44.448555103383072
RET-13406,2025-10-02,Retail,Quilicura,Rancagua,5.491,38633,3662,12506,5925,22093,16540,42.813139026221108
RET-10541,2025-10-03,Retail,Quilicura,Temuco,3.866,41104,2299,16434,4038,22771,18333,44.601498637602177
RET-10729,2025-10-03,Retail,Quilicura,La Serena,4.708,41777,2981,15623,5638,24242,17535,41.972855877636015
RET-10939,2025-10-04,Retail,Quilicura,Valparaíso,2.053,15174,1404,4904,2137,8445,6729,44.345591142744169
RET-11520,2025-10-04,Retail,Quilicura,Temuco,2.886,30483,1764,11625,2882,16271,14212,46.622707738739628
RET-11696,2025-10-04,Retail,Quilicura,Rancagua,4.263,29259,2719,9199,4578,16496,12763,43.6207662599542
RET-11916,2025-10-04,Retail,Quilicura,Antofagasta,2.463,32519,1443,14219,2656,18318,14201,43.669854546572772
RET-12796,2025-10-05,Retail,Quilicura,Valparaíso,1.468,11083,997,3390,1630,6017,5066,45.709645402869256
RET-10063,2025-10-06,Retail,Quilicura,Valparaíso,1.023,7566,724,2539,1074,4337,3229,42.677768966428758
RET-10639,2025-10-06,Retail,Quilicura,La Serena,2.672,24334,1815,8778,3176,13769,10565,43.416618722774722
RET-11112,2025-10-06,Retail,Quilicura,La Serena,1.521,13566,945,5048,1690,7683,5883,43.365767359575408
RET-11762,2025-10-06,Retail,Quilicura,Rancagua,4.793,33669,3247,11068,4950,19265,14404,42.781193382636843
RET-10281,2025-10-07,Retail,Quilicura,La Serena,1.814,16044,1191,5786,1843,8820,7224,45.0261780104712
RET-10754,2025-10-07,Retail,Quilicura,Puerto Montt,4.852,56342,3370,23675,5255,32300,24042,42.671541656313231
RET-11648,2025-10-07,Retail,Quilicura,Valparaíso,2.575,19544,1822,6333,2647,10802,8742,44.729840360212854
RET-12719,2025-10-07,Retail,Quilicura,Valparaíso,1.325,9826,834,3030,1403,5267,4559,46.397313250559741
RET-11179,2025-10-10,Retail,Quilicura,La Serena,2.808,25479,1829,9362,2836,14027,11452,44.946818948938343
RET-12045,2025-10-11,Retail,Quilicura,Valparaíso,4.915,36528,3477,12012,5481,20970,15558,42.591984231274637
RET-12651,2025-10-11,Retail,Quilicura,La Serena,2.086,19068,1412,6346,2114,9872,9196,48.227396685546466
RET-10321,2025-10-12,Retail,Quilicura,Rancagua,4.455,31264,2691,9986,4549,17226,14038,44.901484135107474
RET-10506,2025-10-12,Retail,Quilicura,Valparaíso,3.334,25074,2170,8332,3864,14366,10708,42.705591449310042
RET-12831,2025-10-12,Retail,Quilicura,Puerto Montt,2.182,25204,1414,10807,2177,14398,10806,42.874146960799877
RET-11228,2025-10-13,Retail,Quilicura,La Serena,5.851,51944,3613,18652,6617,28882,23062,44.397813029416291
RET-12025,2025-10-13,Retail,Quilicura,Valparaíso,5.265,39300,3559,13003,5419,21981,17319,44.068702290076331
RET-13276,2025-10-14,Retail,Quilicura,Temuco,2.653,27325,1718,11569,2885,16172,11153,40.816102470265328
RET-10622,2025-10-15,Retail,Quilicura,Valparaíso,2.309,17510,1618,5542,2682,9842,7668,43.792118789263277
RET-10638,2025-10-17,Retail,Quilicura,Valparaíso,2.699,19852,1877,6643,2780,11300,8552,43.078782994156761
RET-12655,2025-10-17,Retail,Quilicura,La Serena,5.762,52519,3682,18677,5858,28217,24302,46.272777471010492
RET-13304,2025-10-17,Retail,Quilicura,Valparaíso,3.061,23155,1911,7196,3451,12558,10597,45.765493413949471
RET-10449,2025-10-18,Retail,Quilicura,La Serena,3.782,33977,2650,12173,4512,19335,14642,43.093857609559407
RET-10006,2025-10-19,Retail,Quilicura,Rancagua,1.884,12982,1298,4081,1897,7276,5706,43.953165922045912
RET-10018,2025-10-19,Retail,Quilicura,Concepción,5.414,49071,3769,18820,6359,28948,20123,41.007927289030185
RET-12560,2025-10-19,Retail,Quilicura,Valparaíso,1.422,10719,878,3481,1689,6048,4671,43.576826196473547
RET-12841,2025-10-19,Retail,Quilicura,Valparaíso,1.4,10706,983,3258,1497,5738,4968,46.403885671586025
RET-12798,2025-10-20,Retail,Quilicura,Temuco,2.813,29297,1844,11655,3302,16801,12496,42.652831347919587
RET-11515,2025-10-21,Retail,Quilicura,Concepción,5.18,47734,3626,17482,5489,26597,21137,44.280806133992542
RET-10071,2025-10-22,Retail,Quilicura,Concepción,1.368,12478,901,4566,1480,6947,5531,44.3260137842603
RET-10339,2025-10-22,Retail,Quilicura,Rancagua,3.035,21251,1892,6599,3093,11584,9667,45.489624017693288
RET-10492,2025-10-22,Retail,Quilicura,Rancagua,1.373,9452,905,2989,1447,5341,4111,43.4934405416843
RET-12126,2025-10-22,Retail,Quilicura,Rancagua,2.332,16193,1420,5033,2526,8979,7214,44.550114246896804
RET-10470,2025-10-23,Retail,Quilicura,Antofagasta,5.678,75117,3418,32057,6173,41648,33469,44.55582624439208
RET-11524,2025-10-23,Retail,Quilicura,Concepción,5.792,52826,4095,19903,6683,30681,22145,41.920645136864422
RET-12069,2025-10-23,Retail,Quilicura,Valparaíso,4.944,36744,3138,11470,5169,19777,16967,46.176246462007406
RET-12998,2025-10-23,Retail,Quilicura,Rancagua,2.395,16725,1653,5442,2457,9552,7173,42.887892376681613
RET-10315,2025-10-24,Retail,Quilicura,Rancagua,5.304,37372,3592,12176,6350,22118,15254,40.816654179599695
RET-10468,2025-10-24,Retail,Quilicura,Concepción,4.671,42133,2896,15233,5650,23779,18354,43.562053497258681
RET-10690,2025-10-24,Retail,Quilicura,Valparaíso,5.07,38477,3252,11823,5490,20565,17912,46.552485900667932
RET-13043,2025-10-24,Retail,Quilicura,Rancagua,2.331,16574,1649,5054,2781,9484,7090,42.777844817183542
RET-10533,2025-10-25,Retail,Quilicura,Temuco,1.443,14896,901,5779,1587,8267,6629,44.501879699248121
RET-10575,2025-10-25,Retail,Quilicura,Puerto Montt,2.154,24310,1518,10658,2461,14637,9673,39.790209790209794
RET-11235,2025-10-26,Retail,Quilicura,Puerto Montt,5.751,64825,3601,28536,6372,38509,26316,40.595449286540685
RET-13454,2025-10-26,Retail,Quilicura,Valparaíso,1.388,10349,857,3447,1630,5934,4415,42.661126678906172
RET-10068,2025-10-27,Retail,Quilicura,La Serena,3.598,32136,2329,11793,3943,18065,14071,43.785785411999008
RET-11476,2025-10-27,Retail,Quilicura,Rancagua,1.81,12588,1130,3798,1963,6891,5697,45.257387988560531
RET-10178,2025-10-28,Retail,Quilicura,Rancagua,1.495,10395,888,3449,1670,6007,4388,42.212602212602214
RET-10727,2025-10-28,Retail,Quilicura,Concepción,2.409,22021,1624,8172,2428,12224,9797,44.489351073974845
RET-10940,2025-10-28,Retail,Quilicura,Valparaíso,3.717,28276,2577,9043,4406,16026,12250,43.322959400198044
RET-11700,2025-10-28,Retail,Quilicura,Puerto Montt,4.493,52556,3209,20488,5419,29116,23440,44.600045665575763
RET-10839,2025-10-29,Retail,Quilicura,Temuco,2.125,22550,1412,9259,2381,13052,9498,42.119733924611971
RET-11359,2025-10-29,Retail,Quilicura,Concepción,4.928,45506,3043,17407,5758,26208,19298,42.407594602909505
RET-12656,2025-10-29,Retail,Quilicura,Valparaíso,2.418,17863,1527,5792,2713,10032,7831,43.839220735598722
RET-13478,2025-10-29,Retail,Quilicura,Temuco,1.245,12981,763,5446,1281,7490,5491,42.3002850319698
RET-10147,2025-10-30,Retail,Quilicura,Temuco,1.87,19264,1133,8164,1972,11269,7995,41.502284053156146
RET-10587,2025-10-30,Retail,Quilicura,Rancagua,4.934,34272,3029,10822,5886,19737,14535,42.410714285714285
RET-11891,2025-10-30,Retail,Quilicura,La Serena,5.873,52009,4062,18804,6488,29354,22655,43.55976850160549
RET-11355,2025-10-31,Retail,Quilicura,Valparaíso,1.566,11759,1102,3911,1636,6649,5110,43.456076196955522
RET-11278,2025-11-01,Retail,Quilicura,Concepción,4.732,43842,3337,15518,5017,23872,19970,45.549929291546917
RET-12398,2025-11-01,Retail,Quilicura,Rancagua,3.324,23416,2165,7579,3652,13396,10020,42.791253843525794
RET-12437,2025-11-01,Retail,Quilicura,La Serena,1.816,16589,1282,5753,1919,8954,7635,46.024474049068658
RET-12417,2025-11-02,Retail,Quilicura,La Serena,1.109,10115,722,3482,1195,5399,4716,46.623826000988636
RET-10585,2025-11-03,Retail,Quilicura,Rancagua,1.338,9236,808,2920,1370,5098,4138,44.802944997834558
RET-12658,2025-11-03,Retail,Quilicura,Rancagua,2.903,20006,1779,6319,3445,11543,8463,42.302309307207835
RET-12670,2025-11-03,Retail,Quilicura,Temuco,4.431,47174,3012,19461,4943,27416,19758,41.883240768219778
RET-13444,2025-11-03,Retail,Quilicura,Concepción,5.468,51091,3833,18436,6315,28584,22507,44.052768589379731
RET-10726,2025-11-04,Retail,Quilicura,Temuco,5.791,61657,4005,24247,6003,34255,27402,44.442642360153755
RET-11998,2025-11-04,Retail,Quilicura,Rancagua,3.827,27012,2536,8086,4508,15130,11882,43.987857248630242
RET-12007,2025-11-04,Retail,Quilicura,Rancagua,5.514,38884,3414,12600,5563,21577,17307,44.509309741796109
RET-10272,2025-11-05,Retail,Quilicura,Valparaíso,3.439,25637,2430,8305,4042,14777,10860,42.360650622147681
RET-10429,2025-11-05,Retail,Quilicura,Puerto Montt,3.268,37701,2216,15450,3809,21475,16226,43.038646189756243
RET-10476,2025-11-05,Retail,Quilicura,Rancagua,1.14,7975,747,2402,1359,4508,3467,43.473354231974923
RET-10774,2025-11-06,Retail,Quilicura,Concepción,5.426,50038,3280,18629,5818,27727,22311,44.588113034094093
RET-11525,2025-11-06,Retail,Quilicura,Valparaíso,1.104,8278,744,2567,1223,4534,3744,45.228316018361923
RET-10102,2025-11-08,Retail,Quilicura,Valparaíso,1.44,11001,892,3521,1454,5867,5134,46.668484683210615
RET-12244,2025-11-08,Retail,Quilicura,La Serena,2.297,20570,1595,7614,2591,11800,8770,42.634905201750122
RET-12354,2025-11-08,Retail,Quilicura,Temuco,5.177,54395,3383,21305,6085,30773,23622,43.426785550142476
RET-11627,2025-11-09,Retail,Quilicura,Concepción,2.917,27171,1707,10011,3281,14999,12172,44.797762320120718
RET-10360,2025-11-10,Retail,Quilicura,Rancagua,2.037,14268,1314,4700,2280,8294,5974,41.869918699186989
RET-10913,2025-11-10,Retail,Quilicura,Rancagua,3.934,27123,2377,8890,4544,15811,11312,41.706300925413856
RET-11391,2025-11-10,Retail,Quilicura,Valparaíso,5.235,39614,3678,13147,5528,22353,17261,43.572979249760188
RET-11806,2025-11-10,Retail,Quilicura,Rancagua,5.89,41031,4124,12881,6378,23383,17648,43.0113816382735
RET-12688,2025-11-10,Retail,Quilicura,La Serena,3.475,30692,2443,11622,3870,17935,12757,41.564577088492115
RET-12720,2025-11-10,Retail,Quilicura,Temuco,1.044,10745,630,4548,1141,6319,4426,41.191251744997679
RET-12664,2025-11-11,Retail,Quilicura,Rancagua,3.807,26387,2345,8618,3897,14860,11527,43.684390040550269
RET-13180,2025-11-11,Retail,Quilicura,Valparaíso,5.9,44130,3971,14340,5976,24287,19843,44.964876501246323
RET-11083,2025-11-12,Retail,Quilicura,Temuco,2.741,28701,1752,11443,3249,16444,12257,42.705829065189363
RET-11215,2025-11-12,Retail,Quilicura,Valparaíso,4.068,30274,2900,9582,4568,17050,13224,43.681046442491905
RET-12130,2025-11-12,Retail,Quilicura,La Serena,4.455,39354,2861,14663,4875,22399,16955,43.083295217766938
RET-12190,2025-11-12,Retail,Quilicura,Concepción,3.491,32612,2124,11812,4001,17937,14675,44.99877345762296
RET-12842,2025-11-12,Retail,Quilicura,Temuco,5.532,58231,3411,22600,6116,32127,26104,44.828356030293143
RET-13220,2025-11-12,Retail,Quilicura,Concepción,2.741,24936,1859,9531,3235,14625,10311,41.349855630413863
RET-10662,2025-11-13,Retail,Quilicura,Rancagua,4.509,30957,2654,9945,4559,17158,13799,44.574732693736472
RET-13189,2025-11-13,Retail,Quilicura,Valparaíso,4.25,31362,2670,10688,4461,17819,13543,43.182832727504625
RET-10127,2025-11-14,Retail,Quilicura,Valparaíso,3.403,25935,2345,7957,3612,13914,12021,46.35049161364951
RET-11147,2025-11-14,Retail,Quilicura,Valparaíso,3.473,26281,2119,8315,3527,13961,12320,46.877972679882809
RET-11673,2025-11-14,Retail,Quilicura,Valparaíso,1.162,8546,757,2665,1203,4625,3921,45.881113971448627
RET-12409,2025-11-14,Retail,Quilicura,Antofagasta,5.078,66177,3583,28504,5805,37892,28285,42.741435846291012
RET-13030,2025-11-14,Retail,Quilicura,Rancagua,3.445,24356,2242,7585,3458,13285,11071,45.454918705863037
RET-11149,2025-11-15,Retail,Quilicura,Rancagua,3.65,25046,2150,7887,3988,14025,11021,44.003034416673323
RET-10884,2025-11-16,Retail,Quilicura,Antofagasta,1.601,20411,1100,8998,1709,11807,8604,42.153740630052425
RET-12500,2025-11-16,Retail,Quilicura,Concepción,2.009,18526,1381,7044,2276,10701,7825,42.237935873906942
RET-10451,2025-11-17,Retail,Quilicura,La Serena,4.046,35957,2837,12924,4107,19868,16089,44.745112217370746
RET-11023,2025-11-17,Retail,Quilicura,Rancagua,1.811,12925,1212,3906,1892,7010,5915,45.764023210831724
RET-11836,2025-11-17,Retail,Quilicura,Puerto Montt,2.635,30311,1732,12413,2787,16932,13379,44.139091418956816
RET-11842,2025-11-17,Retail,Quilicura,Concepción,1.348,12414,919,4431,1561,6911,5503,44.328983405832126
RET-12234,2025-11-17,Retail,Quilicura,La Serena,2.525,23085,1794,8007,2538,12339,10746,46.549707602339183
RET-12818,2025-11-17,Retail,Quilicura,La Serena,5.115,45317,3230,16071,6008,25309,20008,44.15120153584747
RET-12359,2025-11-18,Retail,Quilicura,Temuco,2.207,23557,1354,9608,2433,13395,10162,43.137920787876219
RET-13267,2025-11-19,Retail,Quilicura,Concepción,4.507,42105,3169,15877,5104,24150,17955,42.643391521197
RET-13361,2025-11-19,Retail,Quilicura,La Serena,5.911,52714,3982,18295,6257,28534,24180,45.870167317980041
RET-10310,2025-11-20,Retail,Quilicura,Antofagasta,2.329,30692,1485,13840,2408,17733,12959,42.222729049915287
RET-12975,2025-11-20,Retail,Quilicura,Rancagua,5.243,36344,3237,11093,6186,20516,15828,43.550517279330833
RET-13260,2025-11-20,Retail,Quilicura,Concepción,4.243,38592,2851,14009,4754,21614,16978,43.993573797678273
RET-13338,2025-11-20,Retail,Quilicura,Concepción,4.639,42410,3268,15776,5285,24329,18081,42.633812780004718
RET-11390,2025-11-21,Retail,Quilicura,Rancagua,2.617,18418,1772,5976,2902,10650,7768,42.176132044738843
RET-11437,2025-11-21,Retail,Quilicura,Valparaíso,2.717,20739,1912,6552,2908,11372,9367,45.166112155841653
RET-12649,2025-11-22,Retail,Quilicura,Concepción,2.744,25484,1613,8889,3148,13650,11834,46.43698006592372
RET-13117,2025-11-22,Retail,Quilicura,La Serena,2.952,26590,1896,9443,2992,14331,12259,46.103798420458816
RET-13147,2025-11-22,Retail,Quilicura,Concepción,4.963,46530,3394,16861,5232,25487,21043,45.224586288416077
RET-10249,2025-11-23,Retail,Quilicura,Rancagua,3.744,26104,2337,8249,4238,14824,11280,43.2117683113699
RET-10539,2025-11-23,Retail,Quilicura,Valparaíso,5.519,40888,3925,13656,6534,24115,16773,41.021815691645472
RET-10802,2025-11-23,Retail,Quilicura,Concepción,5.31,49149,3188,18186,5716,27090,22059,44.881889763779526
RET-11310,2025-11-23,Retail,Quilicura,Rancagua,1.155,8144,804,2605,1194,4603,3541,43.479862475442047
RET-12273,2025-11-23,Retail,Quilicura,Concepción,5.874,53773,3611,20708,6073,30392,23381,43.480929090807649
RET-10079,2025-11-24,Retail,Quilicura,Valparaíso,3.09,22902,1867,7422,3689,12978,9924,43.332460047157454
RET-10799,2025-11-24,Retail,Quilicura,Rancagua,3.102,21615,1956,7088,3111,12155,9460,43.765903307888046
RET-11183,2025-11-24,Retail,Quilicura,Rancagua,5.612,38525,3571,12704,6590,22865,15660,40.648929266709928
RET-11521,2025-11-24,Retail,Quilicura,Rancagua,5.967,42267,4028,13525,6252,23805,18462,43.679466250266167
RET-10021,2025-11-25,Retail,Quilicura,Rancagua,3.938,27396,2511,8333,4546,15390,12006,43.823915900131404
RET-10408,2025-11-25,Retail,Quilicura,Temuco,3.499,37210,2234,15176,4047,21457,15753,42.335393711367914
RET-12515,2025-11-25,Retail,Quilicura,Rancagua,4.702,32441,3259,10531,5054,18844,13597,41.913011312844858
RET-10718,2025-11-26,Retail,Quilicura,Rancagua,2.823,19507,1773,6490,3219,11482,8025,41.139078279591942
RET-10970,2025-11-26,Retail,Quilicura,La Serena,1.998,18237,1169,6613,2207,9989,8248,45.226736853649172
RET-11768,2025-11-26,Retail,Quilicura,Temuco,1.57,16718,1053,6713,1825,9591,7127,42.630697451848306
RET-12176,2025-11-26,Retail,Quilicura,La Serena,5.668,50161,3395,19033,6822,29250,20911,41.687765395426723
RET-10498,2025-11-27,Retail,Quilicura,Rancagua,3.617,25566,2244,8306,3735,14285,11281,44.125009778612217
RET-11693,2025-11-27,Retail,Quilicura,Rancagua,3.252,23013,1984,6930,3441,12355,10658,46.31295354799461
RET-10525,2025-11-28,Retail,Quilicura,Temuco,4.023,42061,2693,17339,4347,24379,17682,42.038943439290556
RET-12611,2025-11-28,Retail,Quilicura,Antofagasta,2.234,29303,1314,13324,2580,17218,12085,41.241511108077674
RET-10095,2025-11-29,Retail,Quilicura,Rancagua,4.453,31573,3097,9935,5224,18256,13317,42.1784436068793
RET-13457,2025-11-29,Retail,Quilicura,Antofagasta,2.979,39155,1808,17077,3411,22296,16859,43.057080832588426
RET-13310,2025-12-01,Retail,Quilicura,La Serena,3.019,26918,1967,9753,3266,14986,11932,44.327215989300839
RET-11401,2025-12-02,Retail,Quilicura,La Serena,4.225,38277,2922,13774,5090,21786,16491,43.08331373932127
RET-12600,2025-12-02,Retail,Quilicura,Concepción,2.139,19953,1519,7111,2215,10845,9108,45.647271087054584
RET-12861,2025-12-03,Retail,Quilicura,Rancagua,3.737,25955,2646,8296,3933,14875,11080,42.689269890194566
RET-10924,2025-12-04,Retail,Quilicura,Temuco,2.56,26593,1638,10967,2558,15163,11430,42.981235663520472
RET-12691,2025-12-04,Retail,Quilicura,Temuco,4.616,48880,2861,19953,4933,27747,21133,43.23445171849427
RET-10226,2025-12-05,Retail,Quilicura,Rancagua,2.065,14369,1286,4619,2420,8325,6044,42.06277402742014
RET-12772,2025-12-05,Retail,Quilicura,Temuco,1.347,14136,829,5394,1516,7739,6397,45.253254102999435
RET-13271,2025-12-05,Retail,Quilicura,La Serena,3.667,32805,2450,12014,4268,18732,14073,42.8989483310471
RET-10345,2025-12-06,Retail,Quilicura,La Serena,1.038,9389,684,3261,1147,5092,4297,45.766322292043881
RET-10775,2025-12-06,Retail,Quilicura,Antofagasta,3.775,48387,2425,21300,3849,27574,20813,43.013619360572051
RET-11101,2025-12-06,Retail,Quilicura,Rancagua,4.464,31648,3020,9762,5282,18064,13584,42.922143579373106
RET-12995,2025-12-06,Retail,Quilicura,Valparaíso,4.702,34721,2925,11541,4869,19335,15386,44.31323982604188
RET-10370,2025-12-07,Retail,Quilicura,Concepción,1.926,17885,1274,6599,2194,10067,7818,43.712608331003636
RET-10905,2025-12-07,Retail,Quilicura,Rancagua,4.762,33826,3396,10303,5086,18785,15041,44.465795541890849
RET-12295,2025-12-07,Retail,Quilicura,Rancagua,5.083,35360,3484,11365,5369,20218,15142,42.822398190045249
RET-13389,2025-12-08,Retail,Quilicura,Concepción,4.65,42357,2728,16116,5533,24377,17980,42.4487097764242
RET-10391,2025-12-09,Retail,Quilicura,Valparaíso,4.953,37728,3375,11501,5202,20078,17650,46.782230703986428
RET-10546,2025-12-10,Retail,Quilicura,Valparaíso,4.964,37429,3349,11593,5973,20915,16514,44.12086884501322
RET-10844,2025-12-10,Retail,Quilicura,Valparaíso,5.966,44888,3929,13918,6442,24289,20599,45.889770094457319
RET-12775,2025-12-10,Retail,Quilicura,La Serena,5.88,53688,3586,18213,6892,28691,24997,46.559752644911342
RET-11912,2025-12-12,Retail,Quilicura,La Serena,4.225,37975,2922,14102,4730,21754,16221,42.714944042132977
RET-11966,2025-12-12,Retail,Quilicura,Rancagua,1.988,13958,1236,4315,2375,7926,6032,43.215360366814728
RET-10011,2025-12-13,Retail,Quilicura,Valparaíso,5.575,41731,3912,13111,5994,23017,18714,44.84436030768493
RET-10236,2025-12-13,Retail,Quilicura,La Serena,2.086,18716,1375,6991,2101,10467,8249,44.07458858730498
RET-12547,2025-12-13,Retail,Quilicura,Valparaíso,4.29,31941,2634,9864,4301,16799,15142,47.40615509846279
RET-13038,2025-12-14,Retail,Quilicura,Valparaíso,3.779,28724,2613,9391,4220,16224,12500,43.517615930928841
RET-12553,2025-12-15,Retail,Quilicura,Concepción,5.104,47363,3453,16760,5407,25620,21743,45.907142706331946
RET-12956,2025-12-15,Retail,Quilicura,Valparaíso,4.972,36618,3178,11419,5243,19840,16778,45.818996122125732
RET-10161,2025-12-17,Retail,Quilicura,Puerto Montt,3.501,40794,2192,17596,3537,23325,17469,42.822473893219595
RET-10475,2025-12-17,Retail,Quilicura,Rancagua,3.502,24898,2421,7514,4168,14103,10795,43.356896136235839
RET-11317,2025-12-17,Retail,Quilicura,Rancagua,3.003,21353,2051,6577,3483,12111,9242,43.281974429822505
RET-13314,2025-12-17,Retail,Quilicura,Rancagua,4.033,27716,2784,9152,4269,16205,11511,41.531967094818881
RET-11340,2025-12-18,Retail,Quilicura,Rancagua,3.176,22135,1931,6731,3770,12432,9703,43.83555455161509
RET-11508,2025-12-18,Retail,Quilicura,La Serena,5.737,51045,3709,17855,6384,27948,23097,45.248310314428444
RET-12349,2025-12-18,Retail,Quilicura,Valparaíso,1.874,13862,1285,4325,2109,7719,6143,44.315394603953251
RET-12513,2025-12-18,Retail,Quilicura,Concepción,2.654,24832,1645,9158,2917,13720,11112,44.748711340206185
RET-12724,2025-12-18,Retail,Quilicura,Valparaíso,2.701,19957,1659,6212,2985,10856,9101,45.603046550082674
RET-12952,2025-12-18,Retail,Quilicura,Concepción,1.454,13479,1013,5166,1456,7635,5844,43.356332072112174
RET-13362,2025-12-18,Retail,Quilicura,Puerto Montt,2.552,29031,1735,11881,2661,16277,12754,43.932348179532227
RET-13059,2025-12-19,Retail,Quilicura,Valparaíso,1.624,12169,1116,4043,1951,7110,5059,41.572849042649359
RET-10809,2025-12-20,Retail,Quilicura,Temuco,5.247,54919,3608,22809,5724,32141,22778,41.475627742675577
RET-11226,2025-12-20,Retail,Quilicura,Valparaíso,5.158,39049,3202,12692,5384,21278,17771,45.509488079080128
RET-13481,2025-12-20,Retail,Quilicura,Concepción,3.327,30135,1954,11454,3746,17154,12981,43.076157292185172
RET-11539,2025-12-21,Retail,Quilicura,Antofagasta,2.018,26183,1251,12199,2242,15692,10491,40.067983042432118
RET-13410,2025-12-21,Retail,Quilicura,La Serena,3.849,34485,2294,12616,4559,19469,15016,43.543569667971582
RET-11949,2025-12-22,Retail,Quilicura,Valparaíso,2.326,17449,1632,5648,2706,9986,7463,42.77035933291306
RET-12602,2025-12-22,Retail,Quilicura,Concepción,5.182,48265,3086,17552,5583,26221,22044,45.672847819330784
RET-12632,2025-12-23,Retail,Quilicura,Rancagua,3.808,26891,2670,8452,4247,15369,11522,42.847049198616638
RET-12754,2025-12-23,Retail,Quilicura,Temuco,5.093,52569,3359,21810,5138,30307,22262,42.348151952671728
RET-12279,2025-12-24,Retail,Quilicura,La Serena,2.155,19109,1345,7141,2506,10992,8117,42.477366685854832
RET-10047,2025-12-25,Retail,Quilicura,Valparaíso,1.046,7749,626,2464,1225,4315,3434,44.315395534907729
RET-10186,2025-12-25,Retail,Quilicura,Valparaíso,5.691,42358,3585,13786,6370,23741,18617,43.951555786392184
RET-12455,2025-12-25,Retail,Quilicura,Concepción,4.473,41050,3150,15713,5081,23944,17106,41.671132764920827
RET-11020,2025-12-27,Retail,Quilicura,Concepción,1.372,12745,821,4704,1659,7184,5561,43.632797175362889
RET-11576,2025-12-27,Retail,Quilicura,Valparaíso,3.517,26128,2071,8769,3813,14653,11475,43.918401714635642
RET-13261,2025-12-27,Retail,Quilicura,Temuco,2.118,22062,1349,8660,2458,12467,9595,43.491070619164176
RET-10312,2025-12-28,Retail,Quilicura,Concepción,1.04,9695,678,3692,1139,5509,4186,43.1768953068592
RET-11427,2025-12-29,Retail,Quilicura,Valparaíso,5.737,42841,3517,13843,6624,23984,18857,44.01624611937163
RET-10782,2025-12-30,Retail,Quilicura,Puerto Montt,3.039,34546,2051,14214,3639,19904,14642,42.384067619984947
RET-10139,2025-12-31,Retail,Quilicura,Valparaíso,4.634,34584,3143,10725,5519,19387,15197,43.942285449919041
RET-10724,2025-12-31,Retail,Quilicura,Concepción,2.349,21916,1428,7880,2647,11955,9961,45.450812192005841
RET-11206,2025-12-31,Retail,Quilicura,La Serena,2.994,26747,2052,9160,3390,14602,12145,45.406961528395705
RET-11475,2025-12-31,Retail,Quilicura,Valparaíso,5.428,40662,3553,13502,6325,23380,17282,42.501598544095224
RET-12337,2025-01-01,Retail,San Bernardo,Puerto Montt,4.511,52770,2916,21550,4992,29458,23312,44.176615501231758
RET-12887,2025-01-01,Retail,San Bernardo,Valparaíso,3.396,25691,2108,7808,3679,13595,12096,47.082635942547974
RET-10998,2025-01-02,Retail,San Bernardo,Concepción,3.478,31937,2418,11582,3471,17471,14466,45.295425368694623
RET-11638,2025-01-02,Retail,San Bernardo,Rancagua,5.952,40928,3631,12508,6710,22849,18079,44.172693510555121
RET-12371,2025-01-02,Retail,San Bernardo,Concepción,2.548,23043,1555,8372,2876,12803,10240,44.438658160829753
RET-13240,2025-01-02,Retail,San Bernardo,Concepción,1.398,12657,928,4817,1488,7233,5424,42.853756814411
RET-13252,2025-01-02,Retail,San Bernardo,Rancagua,4.889,34906,2958,11043,4998,18999,15907,45.570962012261504
RET-13359,2025-01-02,Retail,San Bernardo,Concepción,2.953,26700,1779,10137,3167,15083,11617,43.509363295880149
RET-11505,2025-01-03,Retail,San Bernardo,La Serena,2.234,20385,1413,7207,2322,10942,9443,46.32327691930341
RET-12514,2025-01-03,Retail,San Bernardo,Rancagua,5.783,40580,3837,13082,5828,22747,17833,43.945293247905369
RET-10124,2025-01-04,Retail,San Bernardo,Concepción,2.31,21383,1561,7732,2528,11821,9562,44.717766449983628
RET-10518,2025-01-04,Retail,San Bernardo,Valparaíso,1.936,14632,1197,4639,1972,7808,6824,46.6375068343357
